id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,80,2,129,2019-09-30,1.17,2,3
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,95,2,53,2019-10-03,0.50,2,99
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,99,2,95,2020-08-16,1.04,1,3
159634,"Fancy, bright central roof top flat",765694,Sanna,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,52,5,34,2019-06-24,0.37,1,0
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,55,2,480,2020-03-04,4.54,1,211
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2017-05-27,0.53,1,0
171749,1min to subway - Wettersteinplatz,819382,Tarek,,Untergiesing-Harlaching,48.10754,11.57842,Private room,35,3,358,2019-12-29,3.00,1,60
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,214,2019-09-26,2.48,2,0
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2017-10-01,0.43,1,364
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,0,,,1,365
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2019-09-29,1.57,5,234
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,78,2,32,2019-09-29,0.31,1,269
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,16,2019-09-23,0.13,1,365
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,160,3,354,2020-03-01,3.09,1,1
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,13,2018-08-05,0.14,1,0
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.12543,11.58042,Entire home/apt,51,2,166,2021-06-12,1.76,2,295
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,25,2,150,2019-06-14,1.34,1,125
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,81,1,169,2020-07-11,1.59,1,335
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,65,2,20,2018-01-14,0.19,1,149
191429,Munich City Center for long term,925882,M. Seon,,Ludwigsvorstadt-Isarvorstadt,48.12672,11.5557,Private room,30,140,29,2014-09-23,0.29,1,365
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.1295,11.56788,Shared room,70,2,66,2019-06-10,0.59,1,177
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,47,2,170,2019-11-15,1.79,2,181
193477,* Munich- Schwabing- super pretty mini room *,938552,Gabriele,,Maxvorstadt,48.15517,11.5693,Private room,38,2,64,2019-11-02,1.01,2,164
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,52,2019-09-27,0.49,1,362
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,63,2016-07-13,0.59,1,91
195302,nice city centre apartment munich,949656,Charlotte,,Bogenhausen,48.13698,11.61597,Entire home/apt,60,7,87,2014-10-07,0.74,2,87
195337,single room-20 min to fair trades,949656,Charlotte,,Au-Haidhausen,48.13656,11.61501,Private room,50,1,11,2013-11-17,0.09,2,272
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,29,3,20,2021-06-17,0.76,2,178
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,79,1,186,2020-09-25,1.68,1,328
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,64,3,177,2019-10-07,1.65,2,232
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,7,14,2012-08-16,0.20,2,258
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,42,2,95,2019-09-30,0.80,1,23
196230,Beautiful room in central location,910486,Hatice,,Au-Haidhausen,48.12208,11.57862,Private room,39,1,6,2017-02-25,0.09,5,174
196243,"Beautiful room, central location",910486,Hatice,,Au-Haidhausen,48.12045,11.5787,Private room,45,1,9,2020-01-12,0.44,5,201
196265,Beautiful Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,65,5,68,2021-06-13,0.61,1,305
197197,"Quiet room, own bath + entrance, 20 min to center",961042,Michael,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08972,11.51393,Private room,48,2,238,2019-09-29,2.00,1,85
197660,Room for 2 & help with CityVisit,963973,Michael,,Sendling-Westpark,48.10932,11.5306,Private room,50,2,83,2019-09-26,0.83,1,90
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,48,2,85,2019-09-25,0.79,2,238
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15796968060279,11.510460950665372,Entire home/apt,50,180,11,2011-10-05,0.16,1,0
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,75,1,324,2021-01-03,2.74,1,308
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,25,1,33,2018-10-08,0.29,4,0
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,237,2020-01-22,2.50,1,262
199797,5 min. close to ENGLISCHER GARTEN,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,85,1,41,2019-09-28,0.38,1,326
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2012-10-02,0.41,1,305
199843,High quality and trendy 3-room flat,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,145,60,0,,,1,272
199850,Sunny room ideal for  International fairs,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,108,2,29,2019-09-23,0.35,2,148
199922,"3-room apartment, centrally located",976981,Hartmut,,Milbertshofen-Am Hart,48.18554,11.56936,Entire home/apt,98,20,19,2018-06-15,0.43,1,180
200039,Room in central location Haidhausen,977527,Fritz,,Au-Haidhausen,48.13111,11.59609,Private room,50,1,174,2019-09-29,1.56,1,363
200782,Happy room for happy responsible  Cohousing,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12541,11.55147,Private room,28,12,14,2016-05-28,0.14,5,269
200785,"Happy Double, central, green,",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12598,11.55346,Private room,33,12,14,2015-07-07,0.22,5,269
200791,"Happy cosy room, 3 Stops to Center",982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.12407,11.55299,Private room,29,15,16,2017-08-30,0.17,5,258
200795,Beautiful room in central location,982145,Sylvester,,Ludwigsvorstadt-Isarvorstadt,48.124,11.55192,Private room,26,45,5,2018-08-25,0.05,5,179
200866,Calm situated flat with balcony,982451,Bernhard,,Laim,48.1356,11.51134,Entire home/apt,62,300,4,2021-04-15,2.22,1,106
201628,"Beautiful bright room, 8th Floor (with lift)",986859,Christa,,Hadern,48.12583,11.48152,Private room,46,1,187,2019-09-26,1.77,1,365
201829,Beautiful bright flat with balcony,987643,Evelyn,,Bogenhausen,48.14044,11.65352,Entire home/apt,55,30,5,2017-09-30,0.06,1,248
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,35,3,229,2019-12-12,1.95,2,107
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,35,3,76,2017-08-02,0.68,2,104
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,109,1,367,2021-06-11,3.59,10,282
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,60,1,336,2020-12-23,3.63,10,300
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,78,1,502,2021-05-13,4.54,10,301
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,89,1,461,2021-05-31,5.22,10,256
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,85,1,567,2021-05-01,5.31,10,235
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,77,4,35,2019-10-21,1.08,1,23
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15105,11.53687,Entire home/apt,79,3,74,2019-10-03,0.72,1,97
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,64,2019-09-29,0.58,2,349
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,18,2018-09-30,0.45,1,283
211374,"Close to swimming lake, subway, host vaccinated",1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,49,2,148,2018-09-20,1.44,1,89
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,2,80,2020-12-31,0.75,1,314
212517,Charming&modern in downsouth Munich,1095945,Pia Und Kevin,,Sendling-Westpark,48.11848,11.52836,Private room,71,1,11,2018-05-17,0.30,1,365
213707,"Stylish, Spacious, Top location!",1101476,Nina,,Ludwigsvorstadt-Isarvorstadt,48.12926,11.57135,Entire home/apt,330,3,55,2019-10-01,0.75,1,357
216234,Lovely Apartment in prime location,1116327,Oliver,,Neuhausen-Nymphenburg,48.14963,11.50143,Entire home/apt,90,7,8,2013-07-23,0.07,2,148
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,139,2,9,2015-11-05,0.12,1,0
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,29,7,74,2019-06-30,0.62,2,146
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12356,11.5955,Entire home/apt,49,110,47,2019-10-11,0.67,2,365
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,33,2019-10-02,0.47,1,363
221635,Dachgaleriewohnung über 3 Ebenen,1305537,Carsten,,Au-Haidhausen,48.12087,11.57171,Private room,54,3,24,2019-08-10,0.26,2,334
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10496,11.69867,Private room,40,90,36,2018-10-07,0.32,3,59
223041,1 Room in Munich's South-East,1158541,Siegfried,,Ramersdorf-Perlach,48.08629,11.65956,Private room,65,7,21,2020-02-08,0.21,1,355
225414,Flat incl. garden in Munich Solln,1174395,Prince,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07739,11.51349,Entire home/apt,95,2,14,2018-12-10,0.36,1,365
225421,Sehr ruhige Wohnung im Gruenen,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,60,2,145,2019-09-25,1.34,1,342
226540,Modern 3 Room Apartment in Munich,1011275,Enrico,,Laim,48.13853,11.51127,Entire home/apt,106,2,345,2021-01-17,3.90,1,84
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,79,2,40,2019-08-13,0.42,1,321
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.12988,11.7017,Private room,50,3,59,2019-09-30,0.52,1,0
228721,Room in 2-Room -Apartment,1193810,Emmanuel,,Au-Haidhausen,48.12085,11.57736,Private room,65,5,4,2019-10-07,0.03,1,365
228845,Modern equipped 1Room- Appartement,1041125,Luna,,Laim,48.14132,11.49476,Entire home/apt,35,90,0,,,3,363
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,270,3,33,2019-12-23,0.48,6,362
228935,Beautiful sunny two-room-flat,1041125,Luna,,Au-Haidhausen,48.13256,11.60107,Entire home/apt,40,14,1,2017-09-07,0.02,3,304
229544,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0956,11.51215,Entire home/apt,75,2,5,2019-04-11,0.18,4,365
229545,2-room apartment in Munich,1198833,Gerhard,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09567,11.51126,Entire home/apt,75,2,2,2018-10-21,0.09,4,365
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14149,11.50408,Private room,120,1,2,2011-10-01,0.02,1,365
231881,U2 Theresienstr: EUR35 room / night,1212524,Natalia,,Maxvorstadt,48.15305,11.56615,Private room,40,2,209,2018-10-25,1.87,1,153
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,135,2,61,2019-09-29,0.72,1,354
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,100,6,0,,,4,117
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,48,2,48,2018-10-24,0.55,1,211
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,365
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09712,11.60973,Private room,49,10,20,2019-10-05,0.21,2,241
249179,Gallery flat middle of Munich,1305537,Carsten,,Untergiesing-Harlaching,48.1191,11.57271,Private room,54,3,32,2019-06-07,0.29,2,363
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,125,2,31,2019-06-07,0.81,1,339
254653,DREAM city flat with balcony,1040971,Piet,,Maxvorstadt,48.14683,11.57861,Entire home/apt,99,90,24,2016-10-04,0.25,1,363
266180,room near Nymphenburg castle ground,1395678,Frank & Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,30,1,131,2019-09-26,1.14,1,344
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,3,1,2020-10-31,0.12,4,144
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,35,1,181,2020-01-13,1.62,1,8
293112,Stylish Flat in Munich City Center,1515318,Claus,,Maxvorstadt,48.15164,11.55362,Entire home/apt,69,2,16,2019-08-29,0.15,1,334
299867,Central Munich -close 2 Oktoberfest,1545345,Sabine,,Schwanthalerhöhe,48.12891,11.54107,Private room,50,1,39,2016-09-24,0.35,2,365
309196,Schönes Appartement im Dachgeschoss,1057081,Heike,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,23,2019-02-02,0.25,1,251
311198,Guest First! Munich-Center Led,1600367,Diana,,Altstadt-Lehel,48.13613,11.58079,Entire home/apt,110,90,5,2019-08-25,0.09,1,363
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,42,90,104,2019-02-05,0.94,3,308
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,150,3,74,2020-01-31,1.12,4,125
320196,"nice, bright room with shower",1637920,Wolfger,,Ramersdorf-Perlach,48.09725,11.64717,Private room,42,3,72,2019-10-07,0.64,1,122
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,42,16,26,2018-10-15,0.23,1,363
348405,FURNISHED & TOP LOCATED/ LONG TERM RENT PREFERRED,1765606,Hannes,,Maxvorstadt,48.14663,11.56708,Entire home/apt,96,7,8,2019-10-13,0.08,1,40
386068,Oh wow! So quiet in this great neighborhood? YES!,1932695,Andrea,,Schwabing-Freimann,48.16618,11.58555,Entire home/apt,104,2,5,2019-09-30,0.23,1,330
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2018-10-12,0.83,1,161
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,120,30,1,2012-11-17,0.01,4,180
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,45,2,164,2019-09-25,1.70,3,246
483364,Easy to reach/Subway/parking/B&B,2392786,Michaela,,Feldmoching-Hasenbergl,48.20728,11.55404,Private room,49,1,492,2019-10-21,4.44,1,68
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,55,3,26,2020-03-24,0.31,2,310
505041,centrally quiet 2 pieces flat,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,5,2014-03-31,0.07,2,180
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,55,1,69,2019-10-05,0.73,1,365
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,3,2,2017-09-30,0.03,4,90
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,6,2,2016-10-01,0.20,4,0
533365,20qm room in perfect locaction for2,2621170,Andreas,,Maxvorstadt,48.15537,11.56145,Private room,150,2,2,2012-07-30,0.03,1,365
539561,Beautiful Maisonette in Munich,2651285,Thorsten,,Maxvorstadt,48.15258,11.56128,Entire home/apt,300,3,234,2020-03-10,2.99,1,72
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,60,16,2019-10-31,0.19,3,152
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,55,2,157,2019-10-14,1.44,1,345
556323,Very calm room in the middle of Mu.,954971,Anne,,Au-Haidhausen,48.12877,11.59345,Private room,45,1,117,2019-07-05,1.16,1,365
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2019-09-30,1.19,1,180
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,49,100,55,2018-10-02,0.51,2,180
603977,Helles gemütliches Gästeapartement,2989894,Peter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.07973,11.50628,Entire home/apt,44,3,13,2015-09-24,0.12,1,0
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,200,5,2,2018-06-08,0.03,1,365
618795,Your Munich home with a view,3065700,Jochen,,Sendling,48.11863,11.54935,Private room,42,3,48,2018-12-15,0.78,1,0
620812,Sunny Oktoberfest flat close to Südpark,2571977,Julia,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10236,11.52146,Entire home/apt,249,3,0,,,1,363
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,48,2018-10-08,0.45,3,337
628962,Apartment for Oktoberfest,3124375,Joe,,Altstadt-Lehel,48.15219,11.58843,Entire home/apt,79,2,13,2016-09-29,0.21,1,298
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,55,2,219,2019-12-01,2.05,3,243
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,48,20,39,2019-08-11,0.97,1,125
659632,lock up and go apartment with balcony and garage,3327900,Leopold,,Pasing-Obermenzing,48.14383,11.47762,Entire home/apt,45,3,32,2014-10-02,0.30,1,66
661006,It s a nice spacious Room in a quiet location.,3337316,Johannes,,Neuhausen-Nymphenburg,48.15591,11.50657,Private room,100,3,0,,,2,177
663362,Central Modern Apartment,2544871,Baris,,Ludwigsvorstadt-Isarvorstadt,48.12434,11.56847,Entire home/apt,100,30,14,2015-10-06,0.18,1,365
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,110,2019-04-18,1.10,1,19
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2013-05-25,0.26,1,0
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,45,1,39,2019-10-04,0.46,1,211
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,276,2020-03-07,2.58,1,362
671605,"Room at the University, Schwabing",3404627,Rebecca,,Maxvorstadt,48.14699,11.57693,Private room,55,2,27,2019-12-02,0.27,1,15
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,365
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,290,2,34,2019-10-09,0.54,1,365
689025,Beautiful 2 room apartment Munich,3518780,Jan,,Milbertshofen-Am Hart,48.18652,11.5697,Entire home/apt,88,3,24,2017-09-27,0.35,1,179
691874,2-room flat in Munich near center,3537170,Vanessa,,Maxvorstadt,48.15083,11.57479,Entire home/apt,50,7,16,2018-08-14,0.21,1,28
694907,One Room Apartement in Schwabing,3556652,Daniel,,Schwabing-West,48.16462,11.57532,Entire home/apt,99,1,8,2013-09-30,0.10,1,365
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,210,2019-10-01,1.97,1,175
701005,Quiet area - quick in the centre,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,35,2,222,2019-11-30,2.09,1,1
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,29,2,176,2020-03-08,1.77,1,81
701954,Bed & Breakfast München Schwabing,3603021,Hilde,,Schwabing-Freimann,48.16314,11.58301,Private room,65,2,65,2020-02-29,0.61,2,241
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12059,11.55908,Entire home/apt,95,2,83,2019-09-28,1.16,1,364
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,180,17,2014-05-28,0.21,3,272
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,110,2,30,2018-09-30,0.46,1,310
705732,Fully-equiped apt. 4+1 ppl. Olympic parc/BMW,1174387,Alexander,,Milbertshofen-Am Hart,48.1793,11.56542,Entire home/apt,134,3,29,2016-09-02,0.45,1,0
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.41,2,0
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,175,5,115,2019-07-18,1.20,1,313
710595,2 Rooms 1 Price (a minute to U2),3671733,Christine,,Schwabing-West,48.16353,11.56759,Entire home/apt,39,1,14,2019-09-23,0.34,3,173
710604,"Chic Suite Schwabing, FREEBreakfast",3671733,Christine,,Schwabing-West,48.15938,11.56753,Entire home/apt,39,1,18,2017-11-28,0.23,3,362
710990,Nice Apartment Munich/Pasing,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,60,1,53,2018-10-03,0.58,1,321
711721,Big sunny 2R penthouse booked until jan 18,3662771,Iris,,Schwabing-West,48.15938,11.56026,Entire home/apt,110,21,6,2015-08-20,2.40,2,117
713391,MUNICH-SCHWABING  2 Rooms  1 Price,3671733,Christine,,Schwabing-West,48.16299,11.56826,Entire home/apt,39,1,39,2020-09-13,0.44,3,365
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-02,0.28,2,29
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12932,11.57239,Private room,150,6,0,,,1,365
739516,Small but cosy room under the roof!,3880438,Anneli Und Jörg,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09503,11.49527,Private room,35,2,171,2019-10-07,1.63,2,310
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,144,30,66,2019-10-31,0.72,1,148
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,241
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,73,90,26,2014-09-29,0.26,2,274
774834,★ Soul space ★ whole appartment in top area,3726426,Nicola,,Au-Haidhausen,48.12266,11.57356,Entire home/apt,60,150,11,2016-09-26,0.11,1,365
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,125,3,223,2020-08-24,3.36,1,317
802738,SUNNY ROOM - CLOSE TO CITY CENTRE,3049956,Peter,,Au-Haidhausen,48.12136,11.59018,Private room,33,3,0,,,1,356
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,4,89,2020-03-10,0.90,1,311
817448,Nice room for Students,1460126,Christian,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09639,11.50034,Private room,50,1,3,2013-07-29,0.03,3,365
817975,Zimmer mit Aussicht,4296431,Frank,,Altstadt-Lehel,48.13681,11.58743,Private room,50,5,2,2013-07-26,0.02,1,349
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,39,3,128,2019-09-29,1.23,2,121
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10049,11.53181,Entire home/apt,47,180,22,2020-07-13,0.22,1,365
861804,The heart of munich,4515946,Felix,,Maxvorstadt,48.15117,11.56516,Entire home/apt,78,7,37,2017-05-01,0.37,1,211
